txn_id,branch,item,amt_egp,date
475190,Zayed,Monitor,33363.32,20240825
918011,Heliopolis,USB Hub,48693.16,20240417
348237,Zayed,Keyboard,44076.74,20240151
288073,Aswan,Webcam,39130.21,20240944
941204,Aswan,Monitor,13376.95,20240322
501124,Maadi,Charger,11160.56,20241043
466643,Smouha,Monitor,11185.03,20240496
517821,Smouha,Headphones,43224.43,20240672
468203,Aswan,SSD,20013.94,20241199
447235,Maadi,Mouse,43858.07,20240635
287241,Heliopolis,Headphones,1960.95,20240990
462479,Aswan,Webcam,21847.87,20241148
221263,Mansoura,Mousepad,9544.43,20240191
843215,Mansoura,Laptop,26020.02,20241203
820221,Aswan,Monitor,18242.86,20240244
796503,Smouha,Mousepad,15730.09,20240356
854717,Smouha,SSD,15498.77,20240937
442027,Mansoura,Headphones,27742.9,20240493
540869,Aswan,USB Hub,33882.03,20240457
745414,Heliopolis,Headphones,20333.45,20240101
418635,Smouha,Monitor,21522.91,20240760
587575,Mansoura,Charger,33797.58,20241147
596171,Aswan,Keyboard,32959.59,20240682
640490,Aswan,Mousepad,16792.65,20240582
805477,Smouha,Monitor,40337.82,20240402
125611,Maadi,Monitor,49197.6,20240250
577538,Mansoura,Mousepad,9762.04,20240887
618392,Mansoura,Monitor,7421.19,20240112
887443,Maadi,USB Hub,10981.11,20241161
587115,Maadi,SSD,12497.45,20240349
578634,Zayed,Charger,33395.51,20240750
891937,Mansoura,Mousepad,40759.58,20241134
547470,Heliopolis,Charger,44865.54,20241073
571932,Smouha,Monitor,42001.15,20240668
903013,Heliopolis,Charger,31356.08,20240663
561239,Maadi,Headphones,11762.95,20240788
435239,Heliopolis,Mouse,6961.78,20240574
501641,Aswan,Keyboard,35335.64,20240232
535020,Mansoura,Webcam,27153.43,20240952
165290,Zayed,USB Hub,19504.37,20240141
998348,Heliopolis,USB Hub,23875.14,20240821
413118,Mansoura,USB Hub,26934.12,20241219
938722,Heliopolis,Monitor,24437.06,20240659
557007,Mansoura,Laptop,19473.42,20240929
859359,Zayed,Charger,45981.1,20241194
128276,Mansoura,Mousepad,28241.38,20240156
188025,Aswan,USB Hub,6828.19,20241046
290556,Maadi,Headphones,18986.24,20240534
576786,Smouha,Webcam,38073.42,20240877
391773,Mansoura,Headphones,41753.8,20241064
120324,Aswan,SSD,2651.68,20240817
335113,Aswan,Mouse,39072.59,20240183
890870,Maadi,Monitor,10008.07,20240142
751517,Zayed,Monitor,6354.74,20240335
691364,Zayed,Charger,34988.28,20240856
275939,Heliopolis,Mousepad,48188.55,20240335
915573,Zayed,Headphones,5449.53,20240153
427110,Heliopolis,USB Hub,19862.89,20240507
179688,Heliopolis,Monitor,5139.97,20240718
991597,Aswan,Mousepad,40286.12,20240185
464069,Heliopolis,USB Hub,33092.99,20240242
630538,Aswan,Webcam,681.97,20240961
962276,Mansoura,Mouse,21704.49,20240842
766459,Mansoura,Keyboard,21802.58,20241169
782054,Smouha,Mousepad,40419.55,20241203
912270,Mansoura,Charger,21806.95,20240650
437960,Zayed,Mouse,13982.47,20241024
355709,Mansoura,Mousepad,30536.07,20240877
452737,Maadi,Charger,42555.09,20240473
611233,Zayed,Webcam,39901.73,20240798
393243,Heliopolis,Headphones,27811.76,20241159
300337,Maadi,Monitor,36017.73,20241101
682144,Zayed,Charger,32312.85,20241106
569945,Maadi,Mouse,14747.07,20240929
825391,Zayed,Headphones,33214.8,20240856
596249,Heliopolis,SSD,17220.68,20241228
446859,Smouha,Charger,13582.28,20240615
341736,Maadi,Monitor,15811.62,20241198
899213,Aswan,Keyboard,9617.47,20241092
389930,Aswan,Mousepad,48831.52,20241175
725780,Smouha,Mouse,41639.79,20240707
338533,Smouha,Keyboard,15148.27,20241194
232731,Smouha,Laptop,48716.03,20240699
831295,Zayed,Charger,5174.25,20240126
701949,Smouha,Charger,23961.77,20240798
293319,Maadi,Headphones,47056.13,20241079
219629,Maadi,USB Hub,24612.74,20240210
259097,Zayed,Mousepad,47458.83,20240275
360247,Maadi,SSD,38233.95,20240563
913373,Heliopolis,USB Hub,22553.2,20241007
411797,Heliopolis,USB Hub,15303.74,20240224
739244,Aswan,Mouse,47382.13,20240526
755900,Zayed,Headphones,33038.39,20240422
351516,Zayed,SSD,3799.49,20240106
528361,Mansoura,Mousepad,23522.13,20240167
342720,Smouha,Headphones,35164.23,20241030
174637,Aswan,Monitor,46199.36,20240506
545790,Maadi,SSD,11279.23,20240406
378535,Zayed,Mouse,3028.92,20240730
723948,Aswan,Mousepad,46063.57,20241000
230394,Mansoura,Headphones,35001.7,20240658
624783,Heliopolis,Charger,21916.06,20240182
553014,Aswan,Webcam,30205.5,20240153
195763,Zayed,Mousepad,29376.79,20240143
901909,Aswan,Headphones,28833.54,20240459
593355,Heliopolis,Charger,45807.84,20240472
713762,Mansoura,Charger,48454.31,20241063
464863,Mansoura,Webcam,16086.86,20240315
999398,Zayed,Webcam,20611.67,20241115
402218,Aswan,USB Hub,40687.62,20241227
138479,Mansoura,Mouse,15760.13,20240763
221552,Mansoura,SSD,41255.11,20240103
789606,Heliopolis,Charger,20691.72,20240485
643623,Smouha,Mousepad,37834.34,20241006
896907,Maadi,Monitor,13389.46,20240369
402020,Mansoura,Charger,6115.23,20240591
844261,Zayed,Headphones,27564.41,20240936
197736,Zayed,Mouse,23099.32,20240341
779172,Zayed,Charger,46636.02,20240698
633590,Aswan,Headphones,20803.74,20241089
595158,Zayed,Charger,27585.69,20240886
299869,Heliopolis,SSD,37327.31,20240380
173201,Smouha,USB Hub,17026.77,20241140
380150,Maadi,Headphones,36316.25,20241103
255813,Mansoura,SSD,24242.85,20240781
678727,Heliopolis,USB Hub,22794.46,20240760
297816,Aswan,Monitor,28611.29,20240579
997594,Mansoura,Laptop,15942.91,20241069
839485,Mansoura,USB Hub,49421.28,20240412
619389,Maadi,Keyboard,25139.44,20240780
205239,Mansoura,Mouse,26321.26,20241036
116093,Aswan,Keyboard,20528.43,20240417
178463,Mansoura,Headphones,16961.13,20240915
781403,Maadi,Webcam,42624.45,20241193
498468,Smouha,Charger,43625.53,20240174
747453,Maadi,Monitor,31576.49,20240689
338536,Aswan,Mouse,21726.88,20240302
897305,Aswan,Mouse,22211.74,20240714
130353,Maadi,Webcam,39817.37,20240701
475876,Smouha,USB Hub,7321.21,20241188
532067,Heliopolis,Keyboard,8540.68,20240262
739098,Mansoura,Mousepad,34172.57,20241120
711484,Zayed,Monitor,23084.44,20240621
581894,Smouha,Laptop,44950.48,20241053
401603,Aswan,SSD,7940.88,20241005
462351,Heliopolis,Headphones,31964.99,20240969
823846,Smouha,Charger,42272.93,20240508
503380,Mansoura,Mouse,11898.42,20240836
702733,Smouha,Headphones,1145.88,20240911
387813,Maadi,Mousepad,43260.12,20240201
735863,Aswan,Charger,41650.3,20240687
913423,Zayed,Mousepad,40106.5,20240549
767542,Zayed,Mousepad,12568.81,20240381
758765,Maadi,Laptop,15481.2,20241003
134985,Heliopolis,Webcam,36631.37,20240285
409445,Smouha,USB Hub,8823.22,20240371
924718,Heliopolis,Webcam,26566.08,20240659
970813,Zayed,Headphones,45706.75,20241087
945664,Smouha,Webcam,40221.42,20241060
178957,Zayed,Monitor,43014.02,20240914
986827,Heliopolis,Webcam,4560.63,20240909
114594,Smouha,SSD,6223.26,20240855
805511,Aswan,Headphones,29248.78,20240861
213609,Aswan,Monitor,23600.27,20240772
739717,Zayed,Mouse,31788.43,20241051
835132,Smouha,USB Hub,5877.96,20240193
139019,Smouha,Charger,5850.22,20240581
663658,Zayed,USB Hub,22709.51,20241207
539486,Heliopolis,Keyboard,44276.42,20240303
974190,Mansoura,Mousepad,20435.39,20240673
134305,Aswan,Webcam,10902.62,20241011
347582,Smouha,Mouse,49047.34,20240853
670913,Aswan,Webcam,3074.48,20240666
299028,Maadi,Charger,4629.09,20240535
772875,Aswan,Mousepad,48556.11,20240204
925013,Smouha,Monitor,49441.6,20240521
171942,Heliopolis,Monitor,29339.84,20240578
444519,Zayed,Mousepad,191.64,20240397
236306,Heliopolis,Headphones,39935.77,20240326
793169,Maadi,Keyboard,792.27,20240588
717457,Smouha,Laptop,8753.6,20240208
232915,Aswan,USB Hub,26327.97,20240231
599380,Mansoura,Webcam,25686.24,20240324
573962,Heliopolis,Monitor,47273.51,20240189
862569,Aswan,SSD,15116.43,20240164
163780,Mansoura,USB Hub,21342.37,20240322
614084,Aswan,Charger,3720.86,20240266
437758,Heliopolis,Keyboard,3330.83,20240664
754644,Aswan,Mousepad,27440.4,20240766
499407,Heliopolis,SSD,14780.14,20241136
734836,Mansoura,Mouse,39665.15,20240335
994217,Aswan,SSD,36055.95,20240541
550961,Mansoura,Monitor,20719.99,20241029
518098,Mansoura,Mouse,15661.79,20240741
797416,Smouha,Webcam,47681.95,20241072
170394,Maadi,Mouse,4706.84,20240298
880758,Aswan,Webcam,40597.88,20240223
714953,Heliopolis,SSD,16515.82,20240351
530764,Smouha,USB Hub,43411.2,20240206
401601,Heliopolis,Headphones,17614.73,20241140
323072,Zayed,Charger,11251.03,20240322
467121,Heliopolis,Webcam,5788.52,20240671
701987,Zayed,USB Hub,42265.5,20240154
738577,Aswan,Headphones,1496.21,20240660
836833,Smouha,Webcam,17583.62,20240472
250210,Heliopolis,USB Hub,3525.79,20240163
196214,Aswan,SSD,10795.89,20240960
575682,Smouha,Keyboard,18534.15,20240765
914571,Heliopolis,Mousepad,4293.6,20240208
263137,Zayed,Mousepad,2535.64,20240268
385320,Mansoura,USB Hub,24308.8,20241006
534303,Smouha,Monitor,37759.41,20240334
461939,Mansoura,Mouse,14198.16,20241097
652530,Aswan,Headphones,2318.6,20240910
728437,Maadi,Laptop,10260.94,20240533
904624,Zayed,Headphones,14507.88,20240346
108105,Mansoura,USB Hub,8825.96,20240879
658453,Aswan,Monitor,25038.1,20240826
175576,Mansoura,Laptop,21839.17,20241042
181644,Smouha,Mousepad,21492.75,20240929
843963,Aswan,USB Hub,14511.28,20240930
121869,Smouha,Keyboard,40076.04,20241043
972442,Aswan,Webcam,4452.09,20240317
355135,Mansoura,Mousepad,20052.47,20240262
514991,Smouha,Webcam,11117.52,20240445
180089,Heliopolis,Mouse,26553.71,20240498
913934,Smouha,Webcam,36382.59,20240403
347745,Maadi,Keyboard,12835.61,20240456
731661,Zayed,Mouse,8898.45,20241112
586490,Heliopolis,Mousepad,22472.82,20240762
757685,Smouha,Keyboard,22016.15,20241061
563688,Aswan,Headphones,39826.67,20240216
469038,Heliopolis,Mouse,15554.87,20241026
139434,Maadi,Webcam,41593.25,20240258
775981,Maadi,Mousepad,29724.29,20240888
585188,Heliopolis,SSD,47713.86,20240185
571579,Heliopolis,Monitor,16110.26,20241075
625721,Zayed,Laptop,22553.63,20240804
849014,Maadi,SSD,32324.05,20240181
359778,Aswan,Charger,49549.75,20241174
648141,Heliopolis,Keyboard,18226.7,20240680
506235,Mansoura,Webcam,33960.94,20240208
927564,Aswan,Webcam,3342.3,20240294
685066,Aswan,USB Hub,14243.14,20240408
449555,Maadi,Mousepad,33197.42,20240817
425301,Aswan,USB Hub,6491.14,20240274
424620,Heliopolis,USB Hub,32192.49,20240773
952686,Zayed,SSD,4717.98,20240968
633188,Smouha,Laptop,18161.75,20240470
324597,Smouha,Charger,9640.66,20240382
262471,Maadi,Headphones,42229.2,20240308
632351,Heliopolis,SSD,1935.49,20240790
903531,Heliopolis,Keyboard,29882.46,20240416
270128,Zayed,Mousepad,40461.73,20240440
856215,Mansoura,Laptop,20572.39,20240587
565776,Heliopolis,Headphones,37631.94,20241020
345369,Heliopolis,Monitor,15507.92,20241061
975679,Zayed,Webcam,33931.43,20241003
584106,Smouha,USB Hub,25170.19,20240958
269930,Zayed,Mousepad,6963.01,20240613
154714,Aswan,Charger,43712.14,20240311
845957,Heliopolis,Mouse,14288.9,20240429
386042,Mansoura,SSD,7410.07,20240996
196168,Zayed,Charger,44237.26,20240155
535050,Maadi,USB Hub,25125.26,20240583
504924,Maadi,Webcam,11265.71,20240753
203896,Aswan,Webcam,39579.46,20240382
140163,Smouha,Charger,34818.8,20240385
895702,Aswan,Charger,22457.64,20240111
183074,Maadi,Headphones,10821.95,20240407
675462,Aswan,Mousepad,26412.19,20240328
913875,Smouha,Monitor,15092.5,20240198
350021,Mansoura,Mousepad,22882.83,20240328
977330,Mansoura,Mousepad,26825.89,20241156
702980,Zayed,Keyboard,14599.04,20240104
744674,Smouha,Monitor,28554.65,20240484
796643,Aswan,Mouse,26198.05,20240839
170966,Heliopolis,SSD,25391.02,20241140
681070,Maadi,USB Hub,43672.91,20240190
766549,Mansoura,Webcam,12719.83,20240134
474440,Maadi,Webcam,12094.24,20240313
908977,Heliopolis,Webcam,6713.81,20240822
672536,Smouha,Keyboard,41527.66,20241052
829168,Mansoura,Keyboard,40584.31,20240230
850827,Mansoura,Laptop,14707.46,20240190
929538,Zayed,Laptop,15814.01,20240736
640418,Mansoura,SSD,23696.32,20240175
889882,Aswan,Monitor,14341.24,20240198
787584,Smouha,Headphones,6267.53,20240854
558176,Mansoura,Charger,44737.14,20240892
455505,Zayed,Charger,34618.82,20240853
936020,Heliopolis,Headphones,40067.35,20240970
182760,Mansoura,Mousepad,49755.15,20240470
671971,Smouha,Webcam,5174.77,20240772
793024,Smouha,Headphones,22323.49,20240973
274739,Aswan,Charger,17609.77,20240187
862120,Smouha,Mousepad,49907.62,20240663
770532,Maadi,Mouse,33575.64,20240932
480959,Heliopolis,Keyboard,47641.83,20240393
989894,Heliopolis,Charger,1788.21,20240238
347459,Aswan,Webcam,18139.42,20240167
734487,Zayed,Charger,47443.74,20240862
565504,Maadi,Mousepad,6927.87,20240852
517368,Smouha,Headphones,12518.1,20240333
127172,Aswan,Keyboard,24977.25,20240893
688956,Maadi,Headphones,38759.48,20241014
324993,Heliopolis,Headphones,34714.33,20241106
309902,Maadi,Keyboard,42648.67,20241026
281043,Aswan,Charger,49863.26,20240755
800280,Smouha,Mouse,27522.36,20240695
414527,Zayed,Keyboard,39695.13,20241142
335134,Maadi,Monitor,39613.68,20240585
928766,Mansoura,Laptop,18076.78,20240856
590110,Heliopolis,Keyboard,30616.82,20240277
168941,Smouha,USB Hub,49979.77,20241081
651231,Mansoura,USB Hub,41175.8,20240252
231414,Smouha,Mouse,22526.23,20241160
461249,Zayed,SSD,32007.71,20240473
905077,Zayed,USB Hub,25168.05,20240214
971776,Maadi,SSD,7693.12,20240438
269834,Smouha,Monitor,17333.85,20241163
397846,Maadi,Headphones,9855.28,20241229
387782,Zayed,Headphones,30740.69,20240292
626986,Aswan,Keyboard,29610.83,20240416
279516,Aswan,Mousepad,36045.61,20240792
983456,Heliopolis,Laptop,41270.55,20240159
185168,Maadi,Mousepad,13269.56,20240532
904214,Heliopolis,USB Hub,30924.52,20240163
622230,Aswan,SSD,14519.1,20240719
606404,Zayed,USB Hub,14906.82,20240250
822063,Maadi,Keyboard,22008.29,20241092
587002,Zayed,Webcam,30352.68,20240741
853258,Smouha,Webcam,48769.94,20240368
897615,Smouha,SSD,28104.48,20240754
353480,Mansoura,Mouse,13410.21,20240608
247720,Maadi,Laptop,14546.09,20240887
745270,Mansoura,Monitor,48136.16,20240428
952993,Smouha,Mousepad,36070.37,20240489
900190,Zayed,Charger,49798.67,20241057
622987,Smouha,Charger,1207.66,20240906
629996,Mansoura,Monitor,10796.46,20240823
151021,Maadi,Headphones,24769.97,20241064
399628,Heliopolis,Laptop,42366.26,20240983
240440,Smouha,Webcam,38204.65,20240850
147440,Mansoura,Laptop,28535.57,20240499
480133,Heliopolis,Headphones,3722.91,20241133
572230,Heliopolis,Headphones,41274.3,20240344
234913,Maadi,USB Hub,18691.26,20240795
684929,Smouha,Keyboard,9992.94,20241143
520884,Heliopolis,Laptop,2312.9,20240381
848255,Smouha,Charger,25990.67,20240406
735710,Heliopolis,Keyboard,16431.89,20240753
270395,Mansoura,Mousepad,36979.0,20240713
722565,Smouha,SSD,41423.05,20241191
613641,Aswan,Mousepad,15024.54,20240135
486251,Smouha,Mouse,48995.91,20240731
935457,Aswan,Laptop,29865.64,20240644
787436,Heliopolis,Mousepad,11415.78,20240206
711868,Mansoura,Keyboard,26235.41,20240879
254954,Aswan,Monitor,1626.95,20240326
300051,Maadi,Charger,15718.94,20240411
533020,Aswan,Monitor,20548.35,20241066
989587,Aswan,Laptop,35303.47,20241163
317413,Heliopolis,Webcam,49906.24,20241080
651002,Mansoura,Webcam,47836.44,20241042
659024,Smouha,SSD,17746.64,20240642
739711,Mansoura,Monitor,47869.0,20240672
685196,Smouha,Monitor,47077.2,20240710
908634,Smouha,Monitor,34527.48,20241102
432441,Mansoura,Webcam,28046.36,20240661
401769,Maadi,Mousepad,33847.28,20240878
513697,Smouha,Keyboard,14558.11,20240690
848831,Maadi,Webcam,46204.28,20240626
883641,Mansoura,Monitor,10143.3,20241204
384303,Heliopolis,Headphones,6906.78,20240591
354235,Maadi,SSD,11322.3,20240577
155040,Maadi,USB Hub,16548.17,20241068
205428,Aswan,Keyboard,308.81,20241228
265613,Mansoura,Charger,23898.55,20240509
892630,Smouha,Webcam,14306.5,20240222
906066,Maadi,Mousepad,11649.4,20240177
283568,Mansoura,Keyboard,46699.43,20240175
976822,Mansoura,Charger,9356.27,20240693
139286,Maadi,Headphones,28419.7,20240320
451317,Smouha,Charger,49455.52,20241213
649787,Mansoura,Keyboard,42560.43,20241059
386090,Zayed,Mouse,16567.67,20241040
779776,Smouha,Keyboard,753.51,20240791
929179,Smouha,Mousepad,33736.34,20240496
284019,Heliopolis,USB Hub,41358.14,20241156
443856,Maadi,USB Hub,33479.33,20240479
247442,Mansoura,Webcam,46794.48,20240114
373453,Mansoura,Monitor,22364.44,20240647
445637,Smouha,Mousepad,36157.98,20240124
374258,Aswan,Webcam,34653.79,20240228
800224,Maadi,Charger,15374.98,20240931
819400,Heliopolis,Headphones,34530.0,20240705
485397,Heliopolis,Monitor,10995.47,20240374
601410,Zayed,Charger,37399.36,20240866
536045,Aswan,SSD,45644.2,20241201
940952,Aswan,Monitor,38104.89,20240268
651033,Mansoura,SSD,35203.12,20240260
691573,Maadi,Laptop,41447.26,20241136
311976,Heliopolis,SSD,7535.13,20240772
995993,Heliopolis,Charger,5856.19,20240521
851742,Heliopolis,Charger,4592.54,20241146
567122,Maadi,Charger,6640.62,20240951
578987,Heliopolis,Laptop,27961.92,20240732
858414,Maadi,USB Hub,12760.14,20240107
882032,Zayed,Mousepad,3697.82,20240968
461264,Aswan,Mouse,27081.12,20240224
172371,Mansoura,Laptop,14390.18,20240469
906325,Zayed,USB Hub,18754.32,20240884
570325,Mansoura,USB Hub,4058.49,20241205
239449,Aswan,Webcam,5975.73,20241201
512151,Heliopolis,Keyboard,36406.51,20240557
975373,Maadi,Laptop,48925.61,20241049
806215,Aswan,SSD,21235.2,20240877
963355,Zayed,Monitor,23058.23,20240418
389039,Zayed,Mouse,1659.25,20240959
744793,Maadi,Monitor,10343.78,20240307
722795,Maadi,Charger,29909.36,20240200
356622,Aswan,Laptop,20143.15,20240580
665979,Zayed,Laptop,7049.77,20240693
345536,Aswan,Mousepad,15979.24,20240757
348411,Smouha,Keyboard,49285.49,20241168
331780,Mansoura,Headphones,13793.94,20240459
756401,Aswan,USB Hub,27814.74,20240197
461145,Aswan,USB Hub,39300.94,20240753
830132,Mansoura,USB Hub,7503.42,20240871
292811,Heliopolis,Charger,12086.36,20240562
415344,Aswan,Keyboard,40298.52,20240219
689704,Mansoura,USB Hub,27886.47,20240375
507286,Zayed,Headphones,10206.67,20240262
571635,Smouha,Mouse,26805.0,20240491
154040,Smouha,USB Hub,33699.91,20240181
176319,Zayed,Mousepad,36229.05,20240545
602681,Zayed,Webcam,15194.24,20240132
322096,Zayed,Mouse,37356.62,20241081
354377,Aswan,Mousepad,35203.24,20240913
350956,Heliopolis,Webcam,38786.92,20240880
588899,Heliopolis,Webcam,15455.69,20240837
637727,Mansoura,Charger,4975.48,20241062
898625,Smouha,Monitor,18566.71,20240948
147936,Heliopolis,Monitor,37075.56,20240134
373441,Heliopolis,Mousepad,28978.19,20240956
409531,Zayed,Monitor,16526.77,20240878
697467,Zayed,Charger,27554.59,20240792
369826,Mansoura,Charger,23068.41,20240822
277487,Zayed,SSD,24441.4,20241211
772985,Maadi,SSD,1739.5,20240253
957730,Aswan,Laptop,38228.73,20240945
244170,Aswan,Monitor,3445.0,20240410
109585,Zayed,SSD,22827.68,20240224
747847,Aswan,Mousepad,45641.94,20241100
116495,Maadi,SSD,27604.6,20240125
117538,Heliopolis,Headphones,26810.12,20240688
117975,Heliopolis,USB Hub,40318.08,20240468
212214,Maadi,SSD,7487.43,20240494
749887,Heliopolis,Headphones,40769.96,20240648
933551,Mansoura,Mouse,18683.93,20240932
581294,Heliopolis,Monitor,49512.14,20240563
414546,Aswan,Mouse,32704.1,20240165
198042,Mansoura,USB Hub,18889.62,20241075
158840,Aswan,Laptop,35157.12,20240270
624139,Mansoura,Webcam,28314.54,20240296
653815,Maadi,Monitor,10610.28,20241074
384263,Maadi,Mouse,34237.22,20240675
669408,Heliopolis,Laptop,9008.76,20240745
116418,Zayed,Mousepad,7252.37,20240916
180674,Smouha,Keyboard,28219.71,20240897
809922,Heliopolis,Webcam,19223.12,20240387
928897,Aswan,Mouse,25064.6,20240809
156304,Maadi,USB Hub,11645.59,20240256
457137,Heliopolis,Mousepad,47745.18,20240913
911131,Smouha,Laptop,31724.44,20241023
614435,Zayed,Webcam,27674.23,20240869
552825,Zayed,Mousepad,33050.56,20240276
909676,Heliopolis,Headphones,39912.86,20240251
186023,Smouha,Keyboard,19031.0,20240416
875584,Mansoura,Webcam,18066.98,20240288
105447,Smouha,Charger,18027.88,20240653
207197,Zayed,Mouse,9410.22,20241020
684041,Heliopolis,SSD,20431.81,20240154
193972,Smouha,SSD,4698.56,20240765
503951,Maadi,Headphones,20719.81,20240274
860053,Heliopolis,Monitor,28619.42,20240448
818605,Mansoura,Keyboard,6985.06,20240717
381444,Mansoura,Keyboard,3210.19,20240991
389366,Mansoura,Headphones,24237.35,20240258
478666,Smouha,Monitor,36058.93,20241116
722651,Heliopolis,Monitor,22920.19,20240378
419457,Maadi,USB Hub,16644.25,20240879
943135,Smouha,Charger,16770.07,20240379
415029,Smouha,Mousepad,47366.58,20240512
602278,Smouha,Keyboard,48230.5,20240754
405605,Aswan,Charger,48389.77,20240597
441716,Mansoura,Headphones,40833.9,20240905
482746,Maadi,Mousepad,10030.01,20241218
288667,Aswan,SSD,1394.46,20241046
842776,Zayed,Charger,39894.39,20240242
958747,Mansoura,Charger,7002.0,20240721
353777,Smouha,Keyboard,35776.06,20240873
177558,Mansoura,Mousepad,23987.77,20240921
660324,Heliopolis,USB Hub,27205.08,20240837
835716,Heliopolis,Mousepad,31927.11,20240275
214682,Zayed,Webcam,8358.61,20240191
690579,Aswan,USB Hub,48342.22,20240780
934908,Mansoura,Mouse,576.86,20240630
332785,Heliopolis,SSD,27921.77,20240553
567432,Smouha,USB Hub,23180.01,20241125
258067,Smouha,Laptop,24164.42,20240706
536181,Maadi,Mouse,41574.32,20240391
465249,Smouha,Webcam,22793.87,20240524
646428,Mansoura,Webcam,23834.32,20240998
857065,Aswan,Charger,15979.53,20240715
146853,Aswan,Mouse,1178.13,20240803
779445,Maadi,Keyboard,46499.63,20240600
641058,Zayed,SSD,8048.78,20240974
584498,Zayed,USB Hub,31506.53,20240482
771590,Aswan,USB Hub,19809.34,20240505
571413,Heliopolis,USB Hub,19472.35,20240540
315780,Smouha,Mouse,28888.53,20241200
296041,Smouha,Webcam,9893.86,20240334
375097,Aswan,Charger,26409.37,20240742
725969,Mansoura,Mousepad,19657.57,20240334
464825,Smouha,Charger,30887.27,20240710
744333,Heliopolis,Mouse,33621.9,20240742
223586,Zayed,Headphones,5891.6,20240865
827120,Zayed,SSD,19453.74,20240383
702727,Mansoura,USB Hub,9328.4,20241201
827117,Aswan,Keyboard,27767.88,20241103
402865,Zayed,Keyboard,15763.27,20241024
749498,Maadi,Webcam,47594.51,20241093
243167,Zayed,USB Hub,48193.26,20241136
784793,Mansoura,USB Hub,34250.6,20240952
844638,Mansoura,Charger,8404.31,20240164
934541,Zayed,Headphones,1683.12,20240561
663723,Smouha,Keyboard,39047.97,20241115
676429,Heliopolis,Mouse,28657.07,20240649
